url,address,name,rate,votes,phone,location,rest_type,dish_liked,cuisines,review_list
https://www.zomato.com/bangalore/1980s-games-cafe-basavanagudi?context=eyJzZSI6eyJlIjpbIjU1MDkwIiwiNTc0MzUiLCIxODUxNDA2NSIsIjUxNzg4IiwxODUyNDg2MywiNTAyMTgiLCIxODQ2Nzc2MSIsIjE4NjAyOTQ2IiwiNjAyMjkiLCIxODQzNjIyNSIsIjE4ODk4MTA3IiwiMTg3MjA4NzciLCIxODU1MzE2NyIsIjE4NjUzNTE2IiwiMTg3MTYwNjEiLCI1OTY3MCIsIjE4NTkzMDQ0IiwiMTg3MDE3NTYiLCIxODE0ODk0MSIsIjE4NTY2MTIxIiwiMTg2NTQxMzciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,63 1st Floor Kanakapura Road Basavanagudi Bangalore,1980s Games Cafe,3.4/5,58,,Basavanagudi,Cafe,Maggi  Pasta  Burgers  Sandwiches  Fries,Cafe  Fast Food,    Rated 4 0    RATED n  A very nice place for board game lovers  I can recollect my childhood there  There are various games and comfortable seating and they have variety of food  Tried their Maggi and Paneer Starters   It was nice    One can opt this place for relaxation and good food       Rated 3 0     RATED n  One who want to spend time by playing with friends or dear ones do visit this place located in Basavngudi    n nQuite nice place to play with lot and lot kind of Indore games by paying and having    n nSome offer available there for price I don t remember exactly what it is    n nSeating is bit uncomfortable and food is also okay type   Other than that types of games they provided or service is really good    n nBest place to refresh and chill   n nOverall 3 5 5     
https://www.zomato.com/bangalore/cafe-coffee-day-basavanagudi?context=eyJzZSI6eyJlIjpbIjU3NDM1IiwiMTg1MTQwNjUiLCI1MTc4OCIsIjE4NTI0ODYzIiw1MDIxOCwiMTg0Njc3NjEiLCIxODYwMjk0NiIsIjYwMjI5IiwiMTg0MzYyMjUiLCIxODg5ODEwNyIsIjE4NzIwODc3IiwiMTg1NTMxNjciLCIxODY1MzUxNiIsIjE4NzE2MDYxIiwiNTk2NzAiLCIxODU5MzA0NCIsIjE4NzAxNzU2IiwiMTgxNDg5NDEiLCIxODU2NjEyMSIsIjE4NjU0MTM3Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYXNhdmFuYWd1ZGkifX0=,1 SPC Complex Bull Temple Road Opposite BSNL Office Gandhi Bazaar Basavanagudi Bangalore,Cafe Coffee Day,2.8/5,30,,Basavanagudi,Cafe,,Cafe  Fast Food,    Rated 1 0    RATED n  They simply take the order n don   x83   x83   x82   x82   x83   x82   x82   x92t deliver nThey have their own limits n they don   x83   x83   x82   x82   x83   x82   x82   x92t cross the border as if it   x83   x83   x82   x82   x83   x82   x82   x92s like another country nDamn you   don   x83   x83   x82   x82   x83   x82   x82   x92t accept the order if you don   x83   x83   x82   x82   x83   x82   x82   x92t have the stock you stupid restaurant      Rated 1 0    RATED n  Got a different order       Rated 5 0    RATED n  Amazing service nAmazing tastey food coffees I love this place nI had visit BULL TEMPLE CAFE COFFEE DAY there is a friendly people fast service wow wow      Rated 1 0    RATED n  not worth  worst hot chocolate       Rated 1 0    RATED n  such a bad service  ordered a combo and didnt receive one of the item  and the food was also disgusting      Rated 1 0    RATED n  poor delivery  coffee was not even 70  in quantity and poor taste  decided not to place any more orders      Rated 4 0     RATED n  Among many of Cafe Coffee Day s that i ve visited  all over Bangalore this one is my favorite and one of the top CCD s in my list
https://www.zomato.com/bangalore/go-native-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTE0MDY1IiwiNTE3ODgiLCIxODUyNDg2MyIsIjUwMjE4IiwxODQ2Nzc2MSwiMTg2MDI5NDYiLCI2MDIyOSIsIjE4NDM2MjI1IiwiMTg4OTgxMDciLCIxODcyMDg3NyIsIjE4NTUzMTY3IiwiMTg2NTM1MTYiLCIxODcxNjA2MSIsIjU5NjcwIiwiMTg1OTMwNDQiLCIxODcwMTc1NiIsIjE4MTQ4OTQxIiwiMTg1NjYxMjEiLCIxODY1NDEzNyJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFzYXZhbmFndWRpIn19,64 10th Main Road 5th Block Jayanagar Bangalore,Go Native,4.3/5,1252,,Jayanagar,"Casual Dining, Cafe",Mushroom Soup  Salads  Halwa  Thali  Salad  Millet Pizza  Misal Pav,Healthy Food  Cafe  Beverages,    Rated 5 0    RATED n  On the busy lanes of Jayanagar  you will find this place  very close to Cornerhouse  The place is set up on ground and first floor  Take a seat on the first floor  which gives a nice view of outside  Quiet place and good ambience will please you  nComing to food  they offer a menu which is a combination of healthy food  great salads and snacks  Whatever I ordered was fresh and tasted great  They offer food from across Karnataka  which is a highlight  nDefinitely worth a visit  Try this place for a good time  nFollow me on Instagram  vk gopal n viveksfoodquest      Rated 4 0     RATED n  A wonderful ambience cafe   store with eco friendly and rustic vibes  We ordered the Millet Pizza
https://www.zomato.com/bangalore/alchemy-coffee-roasters-jayanagar?context=eyJzZSI6eyJlIjpbIjUxNzg4IiwiMTg1MjQ4NjMiLCI1MDIxOCIsIjE4NDY3NzYxIiwxODYwMjk0NiwiNjAyMjkiLCIxODQzNjIyNSIsIjE4ODk4MTA3IiwiMTg3MjA4NzciLCIxODU1MzE2NyIsIjE4NjUzNTE2IiwiMTg3MTYwNjEiLCI1OTY3MCIsIjE4NTkzMDQ0IiwiMTg3MDE3NTYiLCIxODE0ODk0MSIsIjE4NTY2MTIxIiwiMTg2NTQxMzciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,51 Ground Floor 5th Main Road 36th Cross Road 5th Block Jayanagar Bangalore,Alchemy Coffee Roasters,4.2/5,704,,Jayanagar,Cafe,Coffee  Fries  Sandwich  Pizza  Pancakes  Pasta  Hot Chocolate,Cafe,    Rated 4 0    RATED n  Alchemy coffee roasters is one of the many 3rd wave generation cafes in Bengaluru  They have a variety of coffee on their menu   be it hot or cold   and my absolute favorite was the South Indian Filter  n nfoodforlife24x7 blogspot com      Rated 4 0    RATED n  The ambience of this place is just perfect for a date  They maintain darkness with very little yellow light even during daytime which makes it very romantic  n nOnly tried the desserts here and they were pretty good  Will definitely go back to have a complete meal       Rated 4 0     RATED n  It s a beautifully thought out place with amazing decor  It s the basic idea of a cute coffee shop  I loved the place but when I went it was so noisy and filled with people  I would have loved it more if it was more quiet  But overall lookwise they have nailed the coffee shop look  nFood was okay not that great and coffee was good
https://www.zomato.com/bangalore/fabcafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDY3NzYxIiwiMTg2MDI5NDYiLCI2MDIyOSIsIjE4NDM2MjI1IiwxODg5ODEwNywiMTg3MjA4NzciLCIxODU1MzE2NyIsIjE4NjUzNTE2IiwiMTg3MTYwNjEiLCI1OTY3MCIsIjE4NTkzMDQ0IiwiMTg3MDE3NTYiLCIxODE0ODk0MSIsIjE4NTY2MTIxIiwiMTg2NTQxMzciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,5 Diagonal Road 3rd Block 1st Floor Jayanagar Bangalore,Fabcafe,,0,,Jayanagar,Cafe,,Cafe  Healthy Food,    Rated 4 0    RATED n  Fabcafe is one of my best cafe in Bangalore      I love ambiance and food of this place      Staff are so helpful     they are serving good indian menu      Rated 4 0     RATED n  It s is very beautiful place and lovely
https://www.zomato.com/bangalore/the-caramelts-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjAyOTQ2IiwiNjAyMjkiLCIxODQzNjIyNSIsIjE4ODk4MTA3IiwxODcyMDg3NywiMTg1NTMxNjciLCIxODY1MzUxNiIsIjE4NzE2MDYxIiwiNTk2NzAiLCIxODU5MzA0NCIsIjE4NzAxNzU2IiwiMTgxNDg5NDEiLCIxODU2NjEyMSIsIjE4NjU0MTM3IiwiNTkwOTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,Opposite Vijaya Junior College 14th Main 30th Cross Jayanagar Bangalore,The Caramelts Cafe,4.2/5,223,,Jayanagar,Cafe,Burgers  Coffee  Pasta  Peri Peri Fries  Kit Kat Shake  Nachos  Paneer Tikka Pizza,Cafe  Salad  Wraps  Beverages,    Rated 4 0     RATED n  Didn t know before entering that this is a vegetarian cafe  However wasn t disappointed  We ordered the classic peri peri fries
https://www.zomato.com/bangalore/slimsins-cafe-jayanagar?context=eyJzZSI6eyJlIjpbIjYwMjI5IiwiMTg0MzYyMjUiLCIxODg5ODEwNyIsIjE4NzIwODc3IiwxODU1MzE2NywiMTg2NTM1MTYiLCIxODcxNjA2MSIsIjU5NjcwIiwiMTg1OTMwNDQiLCIxODcwMTc1NiIsIjE4MTQ4OTQxIiwiMTg1NjYxMjEiLCIxODY1NDEzNyIsIjU5MDkwIiwiMTg1NTkyMTEiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,,SlimSins Cafe,4.1/5,707,,Jayanagar,Cafe,Hummus Platter  Juicy Lamb Burger  Salmon Steak  Mousse  Pasta  Pizza  Sweet Potato Fries,Cafe  Healthy Food,    Rated 5 0    RATED n  Located at a corner in Jayanagar  Surprisingly had lots of greenery inside with lots of plants  Nice cosy place to hangout with hygienic and nutritious food  Must go if you need a place not so crowdy in Bangalore       Rated 4 0    RATED n  Very tiny place but definitely packs a punch with the quality of food they have  We ordered Paneer and Chicken Steaks  but were absolutely tasty  Presentation of the food was good as well       Rated 4 0    RATED n  Cute little cafe with pretty ambience  The wagah paneer skewers here is tasty   Masala corn was average  The staff here is nice  they customized the scrambled eggs just as we requested       Rated 2 0    RATED n  Had been here for dinner with my date  Turned out to be a not so good choice for a hungry appetite  Though the food was good  the ambiance was not so clean  We liked the food and place is not maintained well  nSuggestion  Could re work on the decor and ambiance to make it appealing to the customer  Rated three because of food  Not all dishes we ordered were good but few were really delicious  We really liked the Sweet Potato dish  Amala Shot and Vietnamese Cold Coffee  nPrice 3 5 Expensive  nQuality 4 5 Still can improve the quality and taste  nQuantity 4 5 nService 4 5 nAmbiance 2 5 untidy with tissues here and there on floor and not clean  nFood 3 5      Rated 5 0     RATED n  One of the best caf   x83   x83   x82   x83   x83   x82   x82    s I ve visited  Courteous staff  Beautiful ambience  Great food  What else do you need  We ordered hummus platter and Thai curry and steamed rice with mixed legumes  Hummus platter had three different hummus with each of them tasted so good with the baked chips  And Thai curry with mixed legumes had some crunchy veggies in it  It went so perfectly with the steamed rice  Also they accept Zomato gold     
https://www.zomato.com/bangalore/cafe-shuffle-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODk4MTA3IiwiMTg3MjA4NzciLCIxODU1MzE2NyIsIjE4NjUzNTE2IiwxODcxNjA2MSwiNTk2NzAiLCIxODU5MzA0NCIsIjE4NzAxNzU2IiwiMTgxNDg5NDEiLCIxODU2NjEyMSIsIjE4NjU0MTM3IiwiNTkwOTAiLCIxODU1OTIxMSIsIjE4ODY5NTM1IiwiMTg5MzQ4MDEiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,941 3rd FLOOR 21st Main 22nd Cross Banashankari 2nd stage Opposite to BDA complex Banashankari,Cafe Shuffle,4.2/5,150,,Banashankari,Cafe,Mocktails  Peri Fries  Lasagne  Pizza  Chicken Bbq Wings  Virgin Mojito  Nachos,Cafe  Italian  Continental,    Rated 1 0     RATED n  n nHorrible  Not even kidding  We ordered BBQ chicken wings and chef s special pizza  They gave undercooked chicken wings and the sauce on it was not even BBQ sauce  It was some local sauce with little spices in it  Pizza hardly had toppings on it  Staffs were so irresponsible  We had to tell them to give us the plates and cups after waiting for so long time   Also food delivery is so late  You order it now
https://www.zomato.com/bangalore/krazzy-folds-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NzIwODc3IiwiMTg1NTMxNjciLCIxODY1MzUxNiIsIjE4NzE2MDYxIiw1OTY3MCwiMTg1OTMwNDQiLCIxODcwMTc1NiIsIjE4MTQ4OTQxIiwiMTg1NjYxMjEiLCIxODY1NDEzNyIsIjU5MDkwIiwiMTg1NTkyMTEiLCIxODg2OTUzNSIsIjE4OTM0ODAxIiwiMTg1NzQyNzciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,12 10th B Main 31st Cross Road 4th Block Jayanagar Bangalore,Krazzy Folds,4.2/5,1901,,Jayanagar,Cafe,Pasta  Tacos  Macaroni  Panna Cotta  Salads  Spaghetti  Churros,Cafe  Continental  Sandwich  Beverages,    Rated 4 0    RATED n  Good place to enjoy good food  There is a small shelf with books to read and few games to play as you wait for the food  There is a lot of variety in the food  Reasonable prices  Good taste  The fish appetizer was really soft but had a weird spice combination  The chicken stroganoff sizzler wasn   x83   x83   x82   x82   x83   x82   x82   x92t perfect but was cooked well  We really loved the Quesadillas and Thai soup       Rated 3 0     RATED n  Ambiance   3 5 nService   3 5 nTaste   3 5 5 n nGreat restaurant
https://www.zomato.com/bangalore/the-airos-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjU5NjcwIiwiMTg1OTMwNDQiLCIxODcwMTc1NiIsIjE4MTQ4OTQxIiwxODU2NjEyMSwiMTg2NTQxMzciLCI1OTA5MCIsIjE4NTU5MjExIiwiMTg4Njk1MzUiLCIxODkzNDgwMSIsIjE4NTc0Mjc3IiwiMTg0NDcwODgiLCIxODgyNDM0MiIsIjU3MTAyIiwiMTg1NDE1ODQiLCI1NjAyNiIsIjE4NTAwMDIwIiwiNTc2MzciLCIxODU3MTE4NCIsIjE4NTcxNzg4IiwiNTE3MDkiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,22 2nd Main Road National College Road 7th Block Jayanagar Bangalore,The Airos,4.1/5,130,,Jayanagar,Cafe,Pizza  Pasta  Nachos  Burgers  Sandwich  Tea  Cheese Balls,Cafe  Italian  Pizza,    Rated 3 0    RATED n  Had been for reviewing here  nWell the place is just located opposite to the National college in jayanagar 7th block  nThis cafe welcomes you with the plants kept outside which I really liked  nThe place is small and clean with cute little seatings    nFood  n1 Garlic bread with cheese  was crispy and cheesy and was really consistent  n2 pesto Melody pizza  I loved the flavor of the pizza  It had all capsicum toppings which was yummy  But I felt it was salty  n3  Lasagna a la Mexicana  it was salty  Could have been better  n4 Choco mug with vanilla ice cream  I would really recommend you all to order this  nThis was the best  nThe mug had hot chocolate brownie which was topped on by vanilla ice cream  It was deliciously delicious    nService  was kinda quick       Rated 4 0    RATED n  Cute cafe located in Jayanagar  good food with cute ambience  An apt place to grab a quick lunch  We had coffee and sandwiches  I really liked it  Actually  my visit to this place was a happy accident       Rated 4 0     RATED n  It s a veg cafe   One who is roaming around national college of Jayanagar visit once this place for carving    n nBrilliant Ambience with friendly staffs   Each and every recipe  Except Soup  which we ordered were good at its taste    n nStarted from Tomoato Soup nGarlic bread nCheese Balls nNuggets nPasta nAnd pizza     n nPrices are reasonable compared to surrounding cafes   Personally I liked this place    n nOverall 4 5 5 n n mustvist  cafe airos   
https://www.zomato.com/bangalore/starbucks-1-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTkzMDQ0IiwiMTg3MDE3NTYiLCIxODE0ODk0MSIsIjE4NTY2MTIxIiwxODY1NDEzNywiNTkwOTAiLCIxODU1OTIxMSIsIjE4ODY5NTM1IiwiMTg5MzQ4MDEiLCIxODU3NDI3NyIsIjE4NDQ3MDg4IiwiMTg4MjQzNDIiLCI1NzEwMiIsIjE4NTQxNTg0IiwiNTYwMjYiLCIxODUwMDAyMCIsIjU3NjM3IiwiMTg1NzExODQiLCIxODU3MTc4OCIsIjUxNzA5Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYXNhdmFuYWd1ZGkifX0=,Ground floor Eight-O-Four Avenue 9th main road 4th block Jayanagar Bangalore,Starbucks,4.1/5,108,,Jayanagar,Cafe,Coffee,Cafe  Desserts,    Rated 4 0    RATED n  Happy n comfortable place to b with your frnds     go ahead and try it n Overall experience 4 5 5 nFollow us on Instagram   eat n reapeat  n  n  n  n  n  n food  meal  kitchen  kitchenaid  kitchener  hashtagsgen  kitchenlife  kitchensink  kitchenette  kitchens  desert  deserts  deserted  desertlife  deserto  breakfast  breakfastofchampions  breakfastinbed  breakfastclub  breakfasttime  breakfastfordinner  breakfastattiffanys  breakfastofchamps  breakfasting  lifeinism  breakfastburrito  breakfastflow  breakfastforlunch  breakfastforchamps  breakfastdate      Rated 5 0     RATED n  My fav place   Place looks rich    They prepare the best coffee s    However It belongs to the USA     I suggest this place apart from all other coffee shops       
https://www.zomato.com/SanchurroBangalore?context=eyJzZSI6eyJlIjpbIjE4NzAxNzU2IiwiMTgxNDg5NDEiLCIxODU2NjEyMSIsIjE4NjU0MTM3Iiw1OTA5MCwiMTg1NTkyMTEiLCIxODg2OTUzNSIsIjE4OTM0ODAxIiwiMTg1NzQyNzciLCIxODQ0NzA4OCIsIjE4ODI0MzQyIiwiNTcxMDIiLCIxODU0MTU4NCIsIjU2MDI2IiwiMTg1MDAwMjAiLCI1NzYzNyIsIjE4NTcxMTg0IiwiMTg1NzE3ODgiLCI1MTcwOSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFzYXZhbmFndWRpIn19,1112 Next to KIMS Medical College 17th Cross 2nd Stage Banashankari Bangalore,San Churro Cafe,3.8/5,918,,Banashankari,"Cafe, Casual Dining",Churros  Cannelloni  Minestrone Soup  Hot Chocolate  Pink Sauce Pasta  Salsa  Veg Supreme Pizza,Cafe  Mexican  Italian,    Rated 3 0     RATED n  Ambience is not that good enough and it s not a pocket friendly cafe and the quantity is not that good and desserts are too good enough        
https://www.zomato.com/bangalore/the-studio-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTY2MTIxIiwiMTg2NTQxMzciLCI1OTA5MCIsIjE4NTU5MjExIiwxODg2OTUzNSwiMTg5MzQ4MDEiLCIxODU3NDI3NyIsIjE4NDQ3MDg4IiwiMTg4MjQzNDIiLCI1NzEwMiIsIjE4NTQxNTg0IiwiNTYwMjYiLCIxODUwMDAyMCIsIjU3NjM3IiwiMTg1NzExODQiLCIxODU3MTc4OCIsIjUxNzA5Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYXNhdmFuYWd1ZGkifX0=,28 Pattalamma Temple Road 2nd Block Jayanagar Bangalore,The Studio Cafe,3.8/5,20,,Jayanagar,Cafe,,Cafe  Beverages,   Rated 4 0    RATED n  It is a very nice and cozy place amidst the chaos of Jayanagar  I had been there today along with my food partner Reeshav Paul and I was welcomed by the person who introduced us to the menu and the dessert options  He recommended the Cheese cake to us  So we decided to order cheese cake along with Salted caramel coffee  veg samosa  chicken samosa and mutton samosa  Everything was really tasty and the samosas and coffee was served hot  The highlight was the coffee it was very tasty and it is one of its kind  A thumbs up to the cheesecake as well  really delicious and definetly recommend these 2 from the menu    
https://www.zomato.com/bangalore/cafe-terra-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjU0MTM3IiwiNTkwOTAiLCIxODU1OTIxMSIsIjE4ODY5NTM1IiwxODkzNDgwMSwiMTg1NzQyNzciLCIxODQ0NzA4OCIsIjE4ODI0MzQyIiwiNTcxMDIiLCIxODU0MTU4NCIsIjU2MDI2IiwiMTg1MDAwMjAiLCI1NzYzNyIsIjE4NTcxMTg0IiwiMTg1NzE3ODgiLCI1MTcwOSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFzYXZhbmFndWRpIn19,138 6th C Main Road 4th Block Jayanagar Bangalore,Cafe Terra,,0,,Jayanagar,Cafe,,Cafe  Continental,  
https://www.zomato.com/bangalore/la-grande-cafe-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTU5MjExIiwiMTg4Njk1MzUiLCIxODkzNDgwMSIsIjE4NTc0Mjc3IiwxODQ0NzA4OCwiMTg4MjQzNDIiLCI1NzEwMiIsIjE4NTQxNTg0IiwiNTYwMjYiLCIxODUwMDAyMCIsIjU3NjM3IiwiMTg1NzExODQiLCIxODU3MTc4OCIsIjUxNzA5IiwiMTg1NzgxMDciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,321 36th A Cross 7th Main 5th Block Jayanagar Bangalore,La Grande Cafe,3.8/5,46,,Jayanagar,Cafe,Coffee  Hot Chocolate  Cappuccino  Ice Tea  Corn Balls,Cafe,    Rated 4 0     RATED n  Good food
https://www.zomato.com/bangalore/36th-cross-coffee-mane-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODY5NTM1IiwiMTg5MzQ4MDEiLCIxODU3NDI3NyIsIjE4NDQ3MDg4IiwxODgyNDM0MiwiNTcxMDIiLCIxODU0MTU4NCIsIjU2MDI2IiwiMTg1MDAwMjAiLCI1NzYzNyIsIjE4NTcxMTg0IiwiMTg1NzE3ODgiLCI1MTcwOSIsIjE4NTc4MTA3IiwiMTg4ODE2NzciXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,10th Main 36th Cross Jayanagar 4th Block Jayanagar Bangalore,36th Cross Coffee Mane,3.6/5,16,,Jayanagar,Quick Bites,,South Indian  Chinese  Beverages  Cafe  Coffee  Fast Food  Momos  North Indian,    Rated 3 0     RATED n  Went here last evening  Tried their Set dosa and coffee  Nothing outstanding
https://www.zomato.com/bangalore/grazers-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTc0Mjc3IiwiMTg0NDcwODgiLCIxODgyNDM0MiIsIjU3MTAyIiwxODU0MTU4NCwiNTYwMjYiLCIxODUwMDAyMCIsIjU3NjM3IiwiMTg1NzExODQiLCIxODU3MTc4OCIsIjUxNzA5IiwiMTg1NzgxMDciLCIxODg4MTY3NyIsIjE4ODQ0MjYwIiwiMTg1OTk1NDgiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,2 Old 36 8th F Main 3rd Block Jayanagar Bangalore,Grazers,3.9/5,291,802665066.0,Jayanagar,Cafe,Burgers  Panneer Butter Masala  Pasta  Hot Dog  Fries  Cheesy Pizza  Potato Wedges,Cafe  Burger  Continental  Italian  Desserts,    Rated 3 0    RATED n  Had been to this place with family  Its very to locate this place  The food is average  One major drawback which i noticed is that in the first floor the windows are open and not covered with any mesh  if there is no wind then mosquito bite is guranteed  I request the management to cover it with mesh if possible       Rated 5 0     RATED n  Haven t visited this place but ordered breakfast couple of times  The breakfast was soo yummy  The pancake was perfect in size and taste  I would definitely suggest their omlete which really tasted good  n nDefinitely will order from this place    
